X,Y,OBJECTID,SWID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,REG_ID,STATUSDATE,OWNER,CLOSE_DATE,PERMIT_NO
-8259960.3918,5151735.7604,3492,362199,OLIVE TS (T),BEAVERKILL ROAD,OLIVE,NY,12461,NOT AVAILABLE,(914) 657-8177,TRANSFER,OPEN,ULSTER,36111,USA,41.9382612499568,-74.2004866618299,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF OLIVE,NOT AVAILABLE,56R06
-8360711.252,5226573.6363,3493,362205,ONEONTA TRANSFER STATION,75 SILAS LANE,ONEONTA,NY,13820,NOT AVAILABLE,(607) 432-9540,TRANSFER,OPEN,OTSEGO,36077,USA,42.4363851768345,-75.1055470381652,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,7/14/2019,MOSA,NOT AVAILABLE,4-3612-00012/00002
-8392925.4314,5343530.4773,3494,362204,ONEIDA-HERKIMER WESTERN TRANSFER STATION,575 PERIMETER ROAD,ROME (C),NY,13440,NOT AVAILABLE,(315) 339-0288,TRANSFER,OPEN,ONEIDA,36065,USA,43.2069859652302,-75.394931934761,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,6/30/2020,ONEIDA HERKIMER SWMA,NOT AVAILABLE,6-3013-00029/00014
-8602497.9296,5347508.3594,3495,362206,ONTARIO TS,6449 FURNACE ROAD,ONTARIO,NY,14519,NOT AVAILABLE,(315) 524-8111,TRANSFER,OPEN,WAYNE,36117,USA,43.2330263306008,-77.2775537177299,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF ONTARIO,NOT AVAILABLE,59R12
-8314896.7994,5322836.9118,3496,362207,OPPENHEIM TRANSFER STATION,122 STATE HIGHWAY 331,OPPENHEIM,NY,13329,NOT AVAILABLE,(518) 736-5501,TRANSFER,OPEN,FULTON,36035,USA,43.0713405105562,-74.693988808137,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,COUNTY OF FULTON,NOT AVAILABLE,18R06
-8281707.0211,5070717.6171,3497,362208,ORANGE COUNTY TRANSFER STATION #1 (NEW HAMPTON),21 TRAINING CENTER LANE,GOSHEN,NY,10924,NOT AVAILABLE,(845) 374-1901,TRANSFER,OPEN,ORANGE,36071,USA,41.3945808212479,-74.395839956149,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12/13/2017,ORANGE COUNTY,NOT AVAILABLE,3-3330-00185/00001
-8246535.3548,5086963.3007,3498,362209,ORANGE COUNTY TRANSFER STATION #2 (NEWBURGH CDA),9 ORR AVENUE,NEWBURGH,NY,12550,NOT AVAILABLE,(845) 374-1901,TRANSFER,OPEN,ORANGE,36071,USA,41.5039670434443,-74.0798875026061,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,5/5/2018,ORANGE COUNTY,NOT AVAILABLE,3-3346-00069/00005
-8577129.2448,5206828.0111,3499,362211,ORANGE RECYLING CENTER,956 DOANE ROAD,BEAVER DAMS,NY,14812,NOT AVAILABLE,(607) 962-2978,TRANSFER,OPEN,SCHUYLER,36097,USA,42.305338734595,-77.0496629445892,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF ORANGE,NOT AVAILABLE,49R03
-8231323.1657,5017740.7656,3500,362212,ORANGETOWN BULK WASTE T.S.,119 ROUTE 303,ORANGEBURG,NY,10962,NOT AVAILABLE,NOT AVAILABLE,TRANSFER,OPEN,ROCKLAND,36087,USA,41.0365939716345,-73.9432340823869,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF ORANGETOWN,NOT AVAILABLE,NOT AVAILABLE
-8513795.3649,5383597.7178,3501,362216,OSWEGO COUNTY TRANSFER STATION,700 EAST SENECA STREET,OSWEGO,NY,13126,NOT AVAILABLE,(315) 591-9200,TRANSFER,OPEN,OSWEGO,36075,USA,43.4687694415566,-76.4807250211427,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,OSWEGO COUNTY DPW,NOT AVAILABLE,38R92
-8461026.6455,5502328.1529,3502,362214,ORLEANS TRANSFER STATION,18108 COUNTY ROUTE 3,ORLEANS (T),NY,13656,NOT AVAILABLE,(315) 658-2537,TRANSFER,OPEN,JEFFERSON,36045,USA,44.2378760792178,-76.0066955497598,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF ORLEANS,NOT AVAILABLE,NOT AVAILABLE
-8398222.625,5302178.7197,3503,362213,ORISKANY FALLS,100 MILL STREET,ORISKANY FALLS,NY,13425,NOT AVAILABLE,(315) 821-7275,TRANSFER,OPEN,ONEIDA,36065,USA,42.9356268198219,-75.4425174348317,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,UNVERIFIED,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,VILLAGE OF ORISKANY FALLS,NOT AVAILABLE,NOT AVAILABLE
-8546420.4614,5261790.0454,3504,362217,OVID TRANSFER STATION (T),2860 CENTER ROAD,OVID,NY,14521,NOT AVAILABLE,(607) 869-4361,TRANSFER,OPEN,SENECA,36099,USA,42.6694282109432,-76.7738012498278,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF OVID,NOT AVAILABLE,50R02
-8312791.1258,5067305.4128,3505,362210,ORANGE COUNTY TRANSFER STATION #3 (PORT JERVIS),84 TOWPATH ROAD,PORT JERVIS,NY,12771,NOT AVAILABLE,(845) 374-1901,TRANSFER,OPEN,ORANGE,36071,USA,41.3715821680826,-74.675073220053,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,UNVERIFIED,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,ORANGE COUNTY,NOT AVAILABLE,36R03
-8427182.8311,5387819.8864,3506,362215,OSCEOLA TRANSFER STATION,2009 CHURCH STREET,OSCEOLA,NY,13316,NOT AVAILABLE,(315) 599-8842,TRANSFER,OPEN,LEWIS,36049,USA,43.4962896791254,-75.7026713926706,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,UNVERIFIED,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF OSCEOLA,NOT AVAILABLE,NOT AVAILABLE
-8169694.3251,4972710.8641,3507,362219,PARAGON RECYCLING & TRANSFER CORP,35 DALE STEET,WEST BABYLON,NY,11704,NOT AVAILABLE,(631) 124-1639,TRANSFER,OPEN,SUFFOLK,36103,USA,40.7307688034376,-73.3896127878998,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,12/15/2021,PARAGON RECYCLING & TRANSFER CORP,NOT AVAILABLE,1-4720-00581/00002
-8517633.2334,5294712.6701,3508,362218,OWASCO RECYCLING CENTER AND TS,6346 EAST LAKE ROAD,AUBURN,NY,13021,NOT AVAILABLE,(315) 253-9021,TRANSFER,OPEN,CAYUGA,36011,USA,42.8865049683297,-76.5152011810896,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF OWASCO,NOT AVAILABLE,06R05 06M03
-8129468.0713,4978813.4746,3509,362221,PATCHOGUE MUNICIPAL GARAGE (INCORPORATED VILLAGE OF),216 WAVERLY AVE.,PATCHOGUE,NY,11772,NOT AVAILABLE,(631) 475-4300,TRANSFER,OPEN,SUFFOLK,36103,USA,40.7722980727979,-73.0282542018699,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,VILLAGE OF PATCHOGUE,NOT AVAILABLE,52R27R
-8071034.7045,5016294.3102,3510,362223,PECONIC RECYCLING & TRANSFER CORP.,560 COMMERCE DRIVE,CUTCHOGUE,NY,11935,NOT AVAILABLE,NOT AVAILABLE,TRANSFER,OPEN,SUFFOLK,36103,USA,41.0267921959032,-72.5033383371945,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,8/17/2021,ANTHONY DIVELLO,NOT AVAILABLE,1-4738-03697/00001
-8327591.4372,5564851.9914,3511,362220,PARISHVILLE TRANSFER STATION,67 RUTMAN ROAD,PARISHVILLE (T),NY,13672,NOT AVAILABLE,(315) 265-1514,TRANSFER,OPEN,ST. LAWRENCE,36089,USA,44.6389018793183,-74.8080266791878,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF PARISHVILLE,NOT AVAILABLE,NOT AVAILABLE
-8192408.0833,5098832.3447,3512,362222,PAWLING TS (T),124-126 RIVER ROAD,PAWLING,NY,12564,NOT AVAILABLE,(845) 855-9380,TRANSFER,OPEN,DUTCHESS,36027,USA,41.5837676468595,-73.5936539495701,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF PAWLING,NOT AVAILABLE,14R17
-8192391.3644,5554363.9862,3513,362224,PERU TRANSFER STATION,526 BARNEY DOWNS ROAD,PERU,NY,12972,NOT AVAILABLE,(518) 864-2127,TRANSFER,CLOSED,CLINTON,36019,USA,44.5718242969538,-73.5935037609897,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,CLINTON COUNTY,NOT AVAILABLE,10R06
-8428826.5903,5488018.4328,3514,362226,PHILADELPHIA TRANSFER STATION,32893 STATE ROUTE 11,PHILADELPHIA (T),NY,13673,NOT AVAILABLE,(315) 642-0119,TRANSFER,OPEN,JEFFERSON,36045,USA,44.1457069899856,-75.7174375322163,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF PHILADELPHIA,NOT AVAILABLE,NOT AVAILABLE
-8299721.8133,5501887.2186,3515,362227,PIERCEFIELD TRANSFER STATION,DUMP RD,PIERCEFIELD,NY,12973,NOT AVAILABLE,NOT AVAILABLE,TRANSFER,OPEN,ST. LAWRENCE,36089,USA,44.2350381677772,-74.5576695885806,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF PIERCEFIELD,NOT AVAILABLE,NOT AVAILABLE
-8439870.7275,5437635.7234,3516,362228,PINCKNEY TRANSFER STATION,587 COUNTY ROUTE 194,BARNES CORNERS,NY,13626,NOT AVAILABLE,(315) 688-4277,TRANSFER,OPEN,LEWIS,36049,USA,43.8200442793201,-75.8166487051736,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF PINCKNEY,NOT AVAILABLE,NOT AVAILABLE
-8576844.4288,5305199.4501,3517,362225,PHELPS (V) TRANSFER,1342 STATE ROUTE 96,PHELPS,NY,14532,NOT AVAILABLE,(315) 548-3882,TRANSFER,OPEN,ONTARIO,36069,USA,42.9554901773299,-77.0471043994484,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,VILLAGE OF PHELPS,NOT AVAILABLE,35R04
-8201961.9231,4983822.4793,3518,362230,PLANDOME VILLAGE TRANSFER STATION,STONYTOWN ROAD,PLANDOME,NY,11030,NOT AVAILABLE,(516) 365-2757,TRANSFER,OPEN,NASSAU,36059,USA,40.806365790349,-73.6794775528467,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,UNVERIFIED,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,VILLAGE OF PLANDOME,NOT AVAILABLE,30T20R
-8199822.0161,5011063.5336,3519,362233,PORT CHESTER,82 FOX ISLAND ROAD,PORT CHESTER,NY,10573,NOT AVAILABLE,(914) 939-5207,TRANSFER,OPEN,WESTCHESTER,36119,USA,40.9913341273681,-73.6602544415892,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,VILLAGE OF PORT CHESTER,NOT AVAILABLE,60R18
-8182406.0947,5299597.6114,3520,362229,PITTSTOWN TRANSFER STATION (T),2500 NEW YORK ROUE 67,JOHNSONVILLE,NY,12094,NOT AVAILABLE,(518) 753-4420,TRANSFER,OPEN,RENSSELAER,36083,USA,42.9186491988015,-73.5038045572345,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF PITTSTOWN,NOT AVAILABLE,42R36
-8594622.9969,5267117.5312,3521,362235,POTTER TRANSFER STATION,1250 PHELPS ROAD,MIDDLESEX,NY,14507,NOT AVAILABLE,(607) 243-7568,TRANSFER,OPEN,YATES,36123,USA,42.704606825045,-77.2068119933788,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF POTTER,NOT AVAILABLE,NOT AVAILABLE
-8218339.6492,5124728.8216,3522,362232,PLEASANT VALLEY TRANSFER STATION,24 SHEROW ROAD,PLEASANT VALLEY,NY,12569,NOT AVAILABLE,(845) 635-1005,TRANSFER,OPEN,DUTCHESS,36027,USA,41.7575386581826,-73.826601169908,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF PLEASANT VALLEY,NOT AVAILABLE,NOT AVAILABLE
-8725834.5593,5170357.1802,3523,362234,PORTVILLE TRANSFER STATION,99 CRITCHLOW DRIVE,WESTON MILLS,NY,14788,NOT AVAILABLE,(716) 372-6298,TRANSFER,OPEN,CATTARAUGUS,36009,USA,42.0625729391899,-78.385505512969,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,CATTARAUGUS COUNTY DPW,NOT AVAILABLE,05R07
-8246665.9163,5109194.6368,3524,362231,PLATTEKILL TS (T),21-41 VENUTO ROAD,MODENA,NY,12548,NOT AVAILABLE,(845) 883-6064,TRANSFER,OPEN,ULSTER,36111,USA,41.6533571831875,-74.0810603561505,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF PLATTEKILL,NOT AVAILABLE,56R07
-8225278.8306,5115570.1585,3525,362236,POUGHKEEPSIE (T) HIGHWAY DEPT,8 BURNETT BOULEVARD,POUGHKEEPSIE,NY,12603,NOT AVAILABLE,(914) 452-1750,TRANSFER,OPEN,DUTCHESS,36027,USA,41.6961356441447,-73.8889368969202,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF POUGHKEEPSIE,NOT AVAILABLE,14R13
-8227233.1842,5117613.3846,3526,362237,POUGHKEEPSIE TS (C),26 HOWARD ST - DPW YARD,POUGHKEEPSIE,NY,12601,NOT AVAILABLE,(845) 451-4111,TRANSFER,OPEN,DUTCHESS,36027,USA,41.7098392616726,-73.9064931534363,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,CITY OF POUGHKEEPSIE,NOT AVAILABLE,14R04
-8167934.7185,4973450.0394,3527,362238,WINTERS BROS WASTE SYSTEMS LI LLC - 19 NANCY BABYLON,19 NANCY STREET,WEST BABYLON,NY,11704,NOT AVAILABLE,(631) 149-7270,TRANSFER,OPEN,SUFFOLK,36103,USA,40.7358003933735,-73.3738059735668,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,5/17/2022,PROGRESSIVE WASTE SOLUTIONS TS OF LI INC,NOT AVAILABLE,1-4720-00634/00007
-8131124.4993,4984616.2877,3528,362239,WINTERS BROS WASTE SYSTEMS LI LLC HOLTSVILLE TS,971 WAVERLY AVE,HOLTSVILLE,NY,11742,NOT AVAILABLE,(516) 693-0900,TRANSFER,OPEN,SUFFOLK,36103,USA,40.8117631111787,-73.0431341479226,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,9/29/2019,PROGRESSIVE WASTE SOLUTIONS OF LI INC,NOT AVAILABLE,1-4722-00699/00002
-8120187.7291,4984843.2766,3529,362240,PROGRESSIVE WASTE SOLUTIONS - YAPHANK,82A OLD DOCK ROAD,YAPHANK,NY,11980,NOT AVAILABLE,(516) 937-0900,TRANSFER,CLOSED,SUFFOLK,36103,USA,40.8133063900779,-72.9448874699807,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,6/15/2014,PROGRESSIVE WASTE SOLUTIONS OF LI INC,NOT AVAILABLE,1-4722-00765/00004
-8197518.4828,4991538.0267,3530,362241,PROGRESSIVE WASTE SOLUTIONS TS OF LI INC.- GLEN COVE TS,100 MORRIS STREET,GLEN COVE,NY,11542,NOT AVAILABLE,(516) 671-1911,TRANSFER,OPEN,NASSAU,36059,USA,40.8588073030147,-73.6395614496012,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,1280500105/00001
-8470592.5124,5396325.2417,3531,362243,PULASKI TS/RHRF,100 COUNTY ROUTE 2A,PULASKI,NY,13142,NOT AVAILABLE,(315) 591-9200,TRANSFER,OPEN,OSWEGO,36075,USA,43.551689808438,-76.0926271939898,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,OSWEGO COUNTY DPW,NOT AVAILABLE,38R91
-8201472.4987,5358200.2077,3532,362245,QUEENSBURY TRANSFER STATION (LUZERNE RD),64 LUZERNE ROAD,QUEENSBURY,NY,12804,NOT AVAILABLE,(518) 745-4478,TRANSFER,OPEN,WARREN,36113,USA,43.3029631347409,-73.6750809787042,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF QUEENSBURY,NOT AVAILABLE,57R20
-8195710.9215,5371751.463,3533,362246,QUEENSBURY TRANSFER STATION (RIDGE RD),1396 RIDGE ROAD,QUEENSBURY,NY,12804,NOT AVAILABLE,(518) 745-4479,TRANSFER,OPEN,WARREN,36113,USA,43.391488225901,-73.6233238501155,562111,"WASTE TRANSFER STATIONS, NONHAZARDOUS SOLID",https://data.ny.gov/Energy-Environment/Transfer-Stations-Solid-Waste-Management-Facilitie/avuu-s8z3,2019/05/02 00:00:00+00,IMAGERY/OTHER,2020/04/28 00:00:00+00,NOT AVAILABLE,NOT AVAILABLE,NOT AVAILABLE,TOWN OF QUEENSBURY,NOT AVAILABLE,57R21
